Mode of Travel,Origin Zone ID,Origin Zone Name,Origin Zone Is Pass-Through,Origin Zone Direction (degrees),Origin Zone is Bi-Direction,Destination Zone ID,Destination Zone Name,Destination Zone Is Pass-Through,Destination Zone Direction (degrees),Destination Zone is Bi-Direction,Day Type,Day Part,Average Daily O-D Traffic (StL Volume),Average Daily Origin Zone Traffic (StL Volume),Average Daily Destination Zone Traffic (StL Volume),Avg Travel Time (sec)
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Chateau St. Jean Winery,yes,52,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),978,954,954,N/A
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Chateau St. Jean Winery,yes,52,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),547,547,547,N/A
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Chateau St. Jean Winery,yes,52,yes,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),37,39,39,N/A
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Kenwood Vineyards,yes,350,yes,0: All Days (M-Su),0: All Day (12am-12am),49,1043,714,372
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Kenwood Vineyards,yes,350,yes,0: All Days (M-Su),1: Early AM (12am-6am),3,7,11,362
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Kenwood Vineyards,yes,350,yes,0: All Days (M-Su),2: Peak AM (6am-10am),5,101,221,303
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Kenwood Vineyards,yes,350,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),34,601,252,382
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Kenwood Vineyards,yes,350,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),5,312,198,381
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Kenwood Vineyards,yes,350,yes,1: Weekday (M-Th),0: All Day (12am-12am),65,716,826,373
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Kenwood Vineyards,yes,350,yes,1: Weekday (M-Th),1: Early AM (12am-6am),3,5,14,434
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Kenwood Vineyards,yes,350,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),10,117,296,303
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Kenwood Vineyards,yes,350,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),45,410,244,395
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Kenwood Vineyards,yes,350,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),5,170,234,315
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Kenwood Vineyards,yes,350,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),33,1598,415,441
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Kenwood Vineyards,yes,350,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),25,954,256,420
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Kenwood Vineyards,yes,350,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),4,547,112,490
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Kunde Winery Rd.,yes,84,yes,0: All Days (M-Su),0: All Day (12am-12am),24,1043,1116,471
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Kunde Winery Rd.,yes,84,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),15,601,629,475
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Kunde Winery Rd.,yes,84,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),9,312,337,461
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Kunde Winery Rd.,yes,84,yes,1: Weekday (M-Th),0: All Day (12am-12am),9,716,722,590
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Kunde Winery Rd.,yes,84,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),10,410,396,616
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Kunde Winery Rd.,yes,84,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),5,170,177,525
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Kunde Winery Rd.,yes,84,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),38,1598,1903,371
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Kunde Winery Rd.,yes,84,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),24,954,1098,367
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Kunde Winery Rd.,yes,84,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),9,547,648,384
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Landmark Vineyards,yes,283,yes,0: All Days (M-Su),0: All Day (12am-12am),12,1043,492,293
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Landmark Vineyards,yes,283,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),6,601,298,212
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Landmark Vineyards,yes,283,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),6,312,162,422
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Landmark Vineyards,yes,283,yes,1: Weekday (M-Th),0: All Day (12am-12am),6,716,341,292
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Landmark Vineyards,yes,283,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),6,410,199,173
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Landmark Vineyards,yes,283,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),6,170,113,470
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Landmark Vineyards,yes,283,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),18,1598,753,293
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Landmark Vineyards,yes,283,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),6,954,501,236
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Landmark Vineyards,yes,283,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),12,547,230,389
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Ledsen Winery and Vineyards,yes,45,yes,0: All Days (M-Su),0: All Day (12am-12am),10,1043,798,693
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Ledsen Winery and Vineyards,yes,45,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),10,601,480,682
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Ledsen Winery and Vineyards,yes,45,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,312,253,825
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Ledsen Winery and Vineyards,yes,45,yes,1: Weekday (M-Th),0: All Day (12am-12am),10,716,473,738
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Ledsen Winery and Vineyards,yes,45,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),5,410,272,726
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Ledsen Winery and Vineyards,yes,45,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),0,170,154,825
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Ledsen Winery and Vineyards,yes,45,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),15,1598,1457,632
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Ledsen Winery and Vineyards,yes,45,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),15,954,883,632
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Sonoma Highway NB,yes,335,yes,0: All Days (M-Su),0: All Day (12am-12am),87,1043,15338,591
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Sonoma Highway NB,yes,335,yes,0: All Days (M-Su),1: Early AM (12am-6am),0,7,392,1035
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Sonoma Highway NB,yes,335,yes,0: All Days (M-Su),2: Peak AM (6am-10am),3,101,3166,679
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Sonoma Highway NB,yes,335,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),38,601,5221,613
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Sonoma Highway NB,yes,335,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),40,312,4846,564
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Sonoma Highway NB,yes,335,yes,0: All Days (M-Su),5: Late PM (7pm-12am),2,21,1713,521
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Sonoma Highway NB,yes,335,yes,1: Weekday (M-Th),0: All Day (12am-12am),60,716,14949,597
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Sonoma Highway NB,yes,335,yes,1: Weekday (M-Th),1: Early AM (12am-6am),0,5,386,1035
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Sonoma Highway NB,yes,335,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),6,117,3705,718
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Sonoma Highway NB,yes,335,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),29,410,4596,601
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Sonoma Highway NB,yes,335,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),21,170,4764,544
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Sonoma Highway NB,yes,335,yes,1: Weekday (M-Th),5: Late PM (7pm-12am),0,13,1497,430
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Sonoma Highway NB,yes,335,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),160,1598,15459,584
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Sonoma Highway NB,yes,335,yes,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),2,52,1888,248
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Sonoma Highway NB,yes,335,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),68,954,6420,613
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Sonoma Highway NB,yes,335,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),83,547,4765,574
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Sonoma Highway NB,yes,335,yes,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),7,39,1993,536
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Sonoma Hwy SB,yes,120,yes,0: All Days (M-Su),0: All Day (12am-12am),56,1043,24109,539
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Sonoma Hwy SB,yes,120,yes,0: All Days (M-Su),2: Peak AM (6am-10am),3,101,4939,497
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Sonoma Hwy SB,yes,120,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),22,601,8734,574
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Sonoma Hwy SB,yes,120,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),25,312,7423,532
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Sonoma Hwy SB,yes,120,yes,0: All Days (M-Su),5: Late PM (7pm-12am),4,21,2511,458
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Sonoma Hwy SB,yes,120,yes,1: Weekday (M-Th),0: All Day (12am-12am),38,716,24531,559
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Sonoma Hwy SB,yes,120,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),3,117,5755,522
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Sonoma Hwy SB,yes,120,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),16,410,8372,601
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Sonoma Hwy SB,yes,120,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),15,170,7650,557
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Sonoma Hwy SB,yes,120,yes,1: Weekday (M-Th),5: Late PM (7pm-12am),2,13,2244,380
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Sonoma Hwy SB,yes,120,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),81,1598,21953,524
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Sonoma Hwy SB,yes,120,yes,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),2,52,2922,450
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Sonoma Hwy SB,yes,120,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),32,954,9221,557
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Sonoma Hwy SB,yes,120,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),40,547,6550,505
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Sonoma Hwy SB,yes,120,yes,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),5,39,2805,524
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,0: All Days (M-Su),0: All Day (12am-12am),10,1043,489,496
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),5,601,294,502
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),5,312,165,491
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,1: Weekday (M-Th),0: All Day (12am-12am),5,716,284,594
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),5,410,173,682
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),5,170,77,477
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),20,1598,892,452
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),5,954,541,345
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,St. Francis Winery and Vineyards 1,yes,93,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),14,547,327,497
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Trinity Rd.,yes,195,yes,0: All Days (M-Su),0: All Day (12am-12am),4,1043,2371,657
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Trinity Rd.,yes,195,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),4,601,953,682
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Trinity Rd.,yes,195,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,312,823,602
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Trinity Rd.,yes,195,yes,1: Weekday (M-Th),0: All Day (12am-12am),4,716,2212,578
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Trinity Rd.,yes,195,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,410,841,518
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Trinity Rd.,yes,195,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),0,170,725,638
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Trinity Rd.,yes,195,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),4,1598,2372,671
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Trinity Rd.,yes,195,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),4,954,1142,671
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Warm Springs Rd.,yes,25,yes,0: All Days (M-Su),0: All Day (12am-12am),14,1043,2456,590
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Warm Springs Rd.,yes,25,yes,0: All Days (M-Su),2: Peak AM (6am-10am),0,101,428,440
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Warm Springs Rd.,yes,25,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),4,601,992,577
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Warm Springs Rd.,yes,25,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),9,312,749,623
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Warm Springs Rd.,yes,25,yes,1: Weekday (M-Th),0: All Day (12am-12am),9,716,2398,561
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Warm Springs Rd.,yes,25,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),0,117,494,440
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Warm Springs Rd.,yes,25,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,410,959,N/A
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Warm Springs Rd.,yes,25,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),9,170,740,602
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Warm Springs Rd.,yes,25,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),14,1598,2434,656
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Warm Springs Rd.,yes,25,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),9,954,1111,609
All Vehicles - StL All Vehicles Volume,,Chateau St. Jean Winery,yes,52,yes,,Warm Springs Rd.,yes,25,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),4,547,685,750
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Annadel Estate Winery,yes,30,yes,0: All Days (M-Su),0: All Day (12am-12am),0,714,613,975
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Annadel Estate Winery,yes,30,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,252,312,975
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Annadel Estate Winery,yes,30,yes,1: Weekday (M-Th),0: All Day (12am-12am),0,826,623,975
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Annadel Estate Winery,yes,30,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,244,290,975
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Arnold Dr.,yes,315,yes,0: All Days (M-Su),0: All Day (12am-12am),6,714,6281,768
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Arnold Dr.,yes,315,yes,0: All Days (M-Su),2: Peak AM (6am-10am),3,221,1158,262
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Arnold Dr.,yes,315,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,252,2257,932
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Arnold Dr.,yes,315,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),3,198,2126,716
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Arnold Dr.,yes,315,yes,0: All Days (M-Su),5: Late PM (7pm-12am),0,32,605,1035
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Arnold Dr.,yes,315,yes,1: Weekday (M-Th),0: All Day (12am-12am),6,826,6039,725
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Arnold Dr.,yes,315,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),3,296,1333,262
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Arnold Dr.,yes,315,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,244,1991,521
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Arnold Dr.,yes,315,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),0,234,2090,1005
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Arnold Dr.,yes,315,yes,1: Weekday (M-Th),5: Late PM (7pm-12am),0,38,501,1035
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Arnold Dr.,yes,315,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),6,415,6269,1005
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Arnold Dr.,yes,315,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),0,256,2752,1755
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Arnold Dr.,yes,315,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),3,112,1944,630
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Bennet Valley Rd.,yes,129,yes,0: All Days (M-Su),0: All Day (12am-12am),7,714,4241,534
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Bennet Valley Rd.,yes,129,yes,0: All Days (M-Su),2: Peak AM (6am-10am),0,221,864,530
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Bennet Valley Rd.,yes,129,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,252,1422,310
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Bennet Valley Rd.,yes,129,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),7,198,1530,549
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Bennet Valley Rd.,yes,129,yes,1: Weekday (M-Th),0: All Day (12am-12am),7,826,4335,541
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Bennet Valley Rd.,yes,129,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),0,296,1026,N/A
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Bennet Valley Rd.,yes,129,yes,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,244,1354,310
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Bennet Valley Rd.,yes,129,yes,1: Weekday (M-Th),4: Peak PM (3pm-7pm),7,234,1591,564
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Bennet Valley Rd.,yes,129,yes,2: Weekend Day (Sa-Su),0: All Day (12am-12am),3,415,3741,463
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Bennet Valley Rd.,yes,129,yes,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),0,16,486,530
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Bennet Valley Rd.,yes,129,yes,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),0,256,1578,N/A
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Bennet Valley Rd.,yes,129,yes,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),3,112,1215,430
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Chateau St. Jean Winery,yes,52,yes,0: All Days (M-Su),0: All Day (12am-12am),44,714,1043,387
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Chateau St. Jean Winery,yes,52,yes,0: All Days (M-Su),1: Early AM (12am-6am),0,11,7,242
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Chateau St. Jean Winery,yes,52,yes,0: All Days (M-Su),2: Peak AM (6am-10am),9,221,101,380
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Chateau St. Jean Winery,yes,52,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),25,252,601,404
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Chateau St. Jean Winery,yes,52,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),4,198,312,392
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Chateau St. Jean Winery,yes,52,yes,0: All Days (M-Su),5: Late PM (7pm-12am),0,32,21,N/A
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Chateau St. Jean Winery,yes,52,yes,1: Weekday (M-Th),0: All Day (12am-12am),49,826,716,450
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Chateau St. Jean Winery,yes,52,yes,1: Weekday (M-Th),1: Early AM (12am-6am),0,14,5,262
All Vehicles - StL All Vehicles Volume,,Kenwood Vineyards,yes,350,yes,,Chateau St. Jean Winery,yes,52,yes,1: Weekday (M-Th),2: Peak AM (6am-10am),14,296,117,456
